,Day +1,Day +2,Day +7,Day +28,Day +63
2009-11-19,-0.029246011717361853,-1.7251466065089716,-4.941527496214576,-6.461991060000599,-1.4619882714792851
2013-03-26,0.7863453201907475,0.7414105672860245,1.8872167698588953,0.17973901161883532,18.288033051683357
2013-05-23,-0.8886391116032257,0.037815197569443626,-0.5104943484202806,1.0020774918000797,3.0251508929521833
2013-08-22,1.3558040288457676,2.0886759827842383,-1.337492364315466,5.240008610675844,-1.9237871317922668
2013-11-26,1.046447002111634,1.0648026498243865,-1.9276721649103479,3.5983092354469903,-3.3780064463970234
2014-03-06,0.9474921904502338,1.2830665768588858,2.0331598547162173,0.8093167166344841,-9.395969869463698
2014-05-22,4.298601616251034,0.5451921654802732,0.9855341460209388,6.772907601694399,4.529251225858502
2014-08-21,-0.4413418053563021,0.47811385882015145,-1.0297928692380367,-3.769766820145449,-12.61493283488332
2014-11-20,0.9743310252400903,2.3796149207058193,2.4920402054947317,8.86265624301987,17.762787580969388
2015-03-12,-1.0161946559228596,-0.7780213835043526,0.5080973279614227,0.015881448560108424,7.033985633648896
2015-05-14,0.4320633248813692,0.6704364270382968,1.8772265424260581,-2.875447297674711,-4.648394843429756
2015-08-25,3.3161516836349705,0.08590934090224778,1.8556666704464106,-1.6151244485976406,-8.676974520378835
2015-12-08,-0.6013152781194435,0.4373138831970067,0.5466458294856693,9.347662451847953,13.374635586245205
2016-03-15,0.1961217179664061,3.464950026370687,4.667886425374434,3.883359650819557,-6.419983586028749
2016-05-17,0.7318742022960976,2.477120944743433,2.040811943647512,2.477120944743433,18.620682842056183
2016-08-17,0.8536138458061373,-1.4073147841098859,-1.2688961501173424,-7.198068194059275,-14.523017202352435
2016-11-17,0.0,0.7560484103556178,5.947582366315231,9.022182311463567,-0.302414749588948
2017-03-08,0.5501494011716375,-0.5078277328584306,-0.6347862804180409,-3.766402471575077,3.0046511862174867
2017-05-18,0.7650751447301616,-3.9153902195006367,-0.8550827734380846,-4.140412724841397,-8.05580294434202
2017-08-09,-0.9769080719604943,-5.328596875051446,-10.701594658664874,-1.7317912741271897,-4.840139451240532
2017-11-15,0.828843752468174,3.2324918993410705,4.517195921521136,13.63448352224701,32.573555677853506
2018-03-20,1.289573422921535,4.767492183671692,3.8296281923754663,1.289573422921535,-2.227431451423925
2018-05-17,-0.4959436821789893,1.0784815636877454,-3.25119837290832,0.40935548882778505,-0.8501943174313453
2018-08-23,2.7255962786314427,2.136275430191077,5.745858601663215,-6.887660017768766,3.7200759128970873
2018-12-06,-0.14999159600756684,-4.34048685937438,-5.7279466721978025,-18.261925622878877,-16.330738228152313
2019-03-05,0.8922545055631872,1.070710512226242,1.0372436290388691,10.294440498043045,20.733878628812533
2022-05-19,-0.46083203386722005,-9.384170924640557,-2.3879412741200383,-9.97067861096761,-12.274822799167865
2022-08-18,-2.6913845259725235,-7.8349288619037765,-13.098085555841934,-30.901116521434133,-21.969697949136304
